cement,slag,silica_fume,limestone_powder,quartz_powder,fly_ash,nano_silica,aggregate,water,fiber,superplasticizer,temperature,age
960.0,0.0,240.0,0.0,0.0,0.0,0.0,764.7,234.0,78.0,45.0,23,90
741.0,0.0,185.0,0.0,259.0,0.0,0.0,815.0,185.0,156.0,9.0,30,90
788.5,0.0,197.1,0.0,0.0,0.0,0.0,1104.0,160.3,156.0,50.0,23,28
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1748.0,165.0,0.0,8.25,21,28
472.0,315.0,262.0,0.0,0.0,0.0,0.0,1049.0,178.0,156.0,21.0,20,28
421.9,0.0,0.0,263.7,175.9,0.0,17.6,1273.4,175.8,0.0,43.9,21,28
575.6,0.0,134.0,772.2,0.0,0.0,0.0,455.7,201.4,0.0,5.1,23,14
696.0,0.0,80.0,0.0,0.0,0.0,24.0,1359.2,160.0,0.0,52.0,23,3
435.1,0.0,0.0,263.7,175.9,0.0,4.4,1273.4,175.8,195.0,43.9,21,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,786.4,234.0,19.5,45.0,23,56
612.4,0.0,43.7,262.5,0.0,0.0,0.0,1273.4,202.1,195.0,45.9,21,28
712.0,0.0,0.0,0.0,0.0,178.0,0.0,1231.0,178.0,0.0,30.2,21,90
741.0,0.0,185.0,64.75,194.25,0.0,0.0,815.0,185.0,156.0,9.0,30,3
937.0,0.0,70.0,47.0,0.0,164.0,0.0,851.0,164.0,78.0,36.82,23,3
800.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.3,160.0,0.0,21.6,23,14
640.0,0.0,160.0,0.0,0.0,0.0,0.0,1446.4,160.0,0.0,9.6,23,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1820.0,137.5,0.0,9.9,21,90
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1685.0,192.5,0.0,4.4,21,3
630.0,180.0,90.0,0.0,0.0,0.0,0.0,1539.0,126.0,0.0,18.0,20,56
700.0,0.0,50.0,0.0,0.0,150.0,0.0,1104.0,180.0,195.0,30.0,20,7
776.0,0.0,0.0,0.0,0.0,0.0,24.0,1409.7,160.0,0.0,43.2,23,56
1151.11,0.0,211.89,0.0,0.0,0.0,0.0,1231.0,272.6,234.0,46.2,90,28
596.3,105.2,210.5,0.0,259.6,0.0,0.0,820.8,164.2,156.0,17.5,90,28
960.0,0.0,240.0,0.0,0.0,0.0,0.0,720.7,234.0,117.0,57.0,23,7
960.0,0.0,240.0,0.0,0.0,0.0,0.0,767.2,234.0,78.0,45.0,23,180
900.0,0.0,220.0,0.0,0.0,0.0,0.0,1005.0,163.0,156.0,40.0,23,7
450.0,0.0,50.0,0.0,0.0,0.0,0.0,1992.0,90.0,0.0,18.0,20,365
534.0,0.0,0.0,0.0,0.0,356.0,0.0,1231.0,178.0,0.0,30.2,21,7
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
825.8,0.0,192.3,486.2,0.0,0.0,0.0,444.4,201.4,0.0,10.5,23,28
1251.2,0.0,291.3,0.0,0.0,0.0,0.0,407.8,201.4,0.0,28.2,23,7
801.0,0.0,89.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,7
958.55,0.0,50.45,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,56
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1812.0,137.5,0.0,12.65,21,7
699.9,0.0,43.7,0.0,175.0,0.0,0.0,1273.4,202.1,117.0,45.9,21,7
450.0,180.0,90.0,180.0,0.0,0.0,0.0,1539.0,144.0,0.0,18.0,20,180
890.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,28
712.0,0.0,0.0,0.0,0.0,178.0,0.0,1231.0,178.0,0.0,30.2,21,1
863.0,0.0,216.0,0.0,0.0,0.0,0.0,1079.0,177.0,0.0,21.6,23,28
852.0,0.0,216.0,0.0,0.0,0.0,10.8,923.0,177.0,156.0,32.36,20,28
900.0,0.0,165.0,0.0,0.0,55.0,0.0,1021.0,163.0,156.0,40.0,23,28
756.75,0.0,50.45,0.0,0.0,201.8,0.0,1231.0,201.8,0.0,34.2,21,56
946.0,0.0,71.0,47.0,0.0,166.0,0.0,860.0,166.0,0.0,35.76,23,28
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,1
426.3,0.0,0.0,263.7,175.9,0.0,13.2,1273.4,175.8,195.0,43.9,21,7
845.5,0.0,44.5,0.0,0.0,0.0,0.0,1231.0,178.0,0.0,30.2,21,28
541.75,0.0,0.0,0.0,0.0,0.0,8.25,1678.0,192.5,0.0,6.6,21,3
680.0,0.0,120.0,0.0,0.0,0.0,0.0,1421.2,176.0,0.0,9.59,23,7
796.0,0.0,0.0,0.0,0.0,0.0,4.0,1461.1,160.0,0.0,25.2,23,28
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
545.875,0.0,0.0,0.0,0.0,0.0,4.125,1685.0,192.5,0.0,4.4,21,28
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
800.0,0.0,100.0,0.0,200.0,0.0,0.0,980.0,200.0,0.0,9.6,20,7
932.0,0.0,255.0,0.0,0.0,0.0,19.0,873.0,189.0,0.0,31.0,23,28
704.0,0.0,80.0,0.0,0.0,0.0,16.0,1379.8,160.0,0.0,44.8,23,56
810.0,0.0,220.0,0.0,0.0,90.0,0.0,1002.0,163.0,156.0,40.0,23,14
796.0,0.0,0.0,0.0,0.0,0.0,4.0,1461.1,160.0,0.0,25.2,23,1
857.8,0.0,215.8,0.0,0.0,0.0,5.4,1079.0,177.0,0.0,21.6,20,1
900.0,0.0,110.0,0.0,0.0,110.0,0.0,1036.0,163.0,156.0,40.0,23,56
600.0,150.0,144.0,0.0,0.0,200.0,0.0,990.0,182.0,0.0,36.0,20,28
850.0,0.0,260.0,0.0,212.0,0.0,0.0,850.0,170.0,156.0,45.0,23,28
850.0,0.0,150.0,0.0,0.0,0.0,0.0,1122.0,220.0,0.0,11.99,23,28
496.1,124.0,114.2,0.0,0.0,164.9,0.0,1275.9,161.9,156.0,36.0,20,14
630.0,0.0,70.0,0.0,0.0,0.0,0.0,1788.0,126.0,0.0,18.0,20,28
1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.0,201.8,0.0,34.2,21,56
